C:\Users\BSSR\Desktop\DSI-train\IMG\center_2022_02_09_16_15_53_331.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\left_2022_02_09_16_15_53_331.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\right_2022_02_09_16_15_53_331.jpg, 0, 0, 0, 8.257284E-05
C:\Users\BSSR\Desktop\DSI-train\IMG\center_2022_02_09_16_15_53_438.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\left_2022_02_09_16_15_53_438.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\right_2022_02_09_16_15_53_438.jpg, 0, 0, 0, 8.218271E-05
C:\Users\BSSR\Desktop\DSI-train\IMG\center_2022_02_09_16_15_53_539.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\left_2022_02_09_16_15_53_539.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\right_2022_02_09_16_15_53_539.jpg, 0, 0, 0, 8.221301E-05
C:\Users\BSSR\Desktop\DSI-train\IMG\center_2022_02_09_16_15_53_645.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\left_2022_02_09_16_15_53_645.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\right_2022_02_09_16_15_53_645.jpg, 0, 0, 0, 8.27277E-05
C:\Users\BSSR\Desktop\DSI-train\IMG\center_2022_02_09_16_15_53_756.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\left_2022_02_09_16_15_53_756.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\right_2022_02_09_16_15_53_756.jpg, 0, 0, 0, 8.222133E-05
C:\Users\BSSR\Desktop\DSI-train\IMG\center_2022_02_09_16_15_53_868.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\left_2022_02_09_16_15_53_868.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\right_2022_02_09_16_15_53_868.jpg, 0, 0, 0, 8.254293E-05
C:\Users\BSSR\Desktop\DSI-train\IMG\center_2022_02_09_16_15_53_970.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\left_2022_02_09_16_15_53_970.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\right_2022_02_09_16_15_53_970.jpg, 0, 0, 0, 8.225034E-05
C:\Users\BSSR\Desktop\DSI-train\IMG\center_2022_02_09_16_15_54_081.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\left_2022_02_09_16_15_54_081.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\right_2022_02_09_16_15_54_081.jpg, 0, 0, 0, 8.218249E-05
C:\Users\BSSR\Desktop\DSI-train\IMG\center_2022_02_09_16_15_54_195.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\left_2022_02_09_16_15_54_195.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\right_2022_02_09_16_15_54_195.jpg, 0, 0, 0, 8.213925E-05
C:\Users\BSSR\Desktop\DSI-train\IMG\center_2022_02_09_16_15_54_310.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\left_2022_02_09_16_15_54_310.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\right_2022_02_09_16_15_54_310.jpg, 0, 0, 0, 8.243417E-05
C:\Users\BSSR\Desktop\DSI-train\IMG\center_2022_02_09_16_15_54_418.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\left_2022_02_09_16_15_54_418.jpg, C:\Users\BSSR\Desktop\DSI-train\IMG\right_2022_02_09_16_15_54_418.jpg, 0, 0, 0, 8.229411E-05
